generation,evaluations,elapsed_time_sec,mean_score,best_score,best_score_so_far,top10_mean_score,mean_pred_logsw,mean_pred_logsw_clipped,best_pred_logsw,best_pred_logsw_so_far,top10_mean_pred_logsw,mean_p_sweet,best_p_sweet,mean_d_ood,best_d_ood,success_count,success_rate,no_improve,method,seed
11,330,0.6810123920440674,4.163952350616455,4.235670566558838,4.235670566558838,4.204046726226807,3.7335169315338135,3.5,3.8061604499816895,3.8061604499816895,3.758871555328369,0.8608702421188354,0.8590206503868103,5.790182590484619,5.815269470214844,30,1.0,0,A,2026
12,360,0.7207789421081543,4.196600914001465,4.247395992279053,4.247395992279053,4.227996826171875,3.7587661743164062,3.5,3.787115812301636,3.8061604499816895,3.784015655517578,0.8756681084632874,0.9205607771873474,5.776803016662598,5.712160110473633,30,1.0,0,A,2026
1,30,0.2250466346740722,2.15997052192688,3.4573309421539307,3.4573309421539307,2.956784009933472,2.218937635421753,2.218937635421753,3.06813907623291,3.06813907623291,2.7623329162597656,0.3581193089485168,0.7783836722373962,5.451163291931152,5.551915168762207,5,0.1666666666666666,0,A,2027
2,60,0.2673420906066894,2.930672407150269,3.491952419281006,3.491952419281006,3.3703556060791016,2.6467323303222656,2.6467323303222656,2.9930310249328613,3.06813907623291,2.934885740280152,0.7027454972267151,0.9978429079055786,5.623562812805176,5.58025598526001,20,0.6666666666666666,0,A,2027
3,90,0.3104655742645263,3.2000794410705566,3.512628555297852,3.512628555297852,3.481543779373169,2.753390312194824,2.753390312194824,3.013721704483032,3.06813907623291,3.012932777404785,0.9109084606170654,0.9978134632110596,5.796523571014404,5.611398220062256,29,0.9666666666666668,0,A,2027
4,120,0.3527193069458008,3.440580129623413,3.74142336845398,3.74142336845398,3.5810770988464355,2.9638478755950928,2.9638478755950928,3.252065896987915,3.252065896987915,3.0831949710845947,0.953465461730957,0.9787150621414183,5.589177131652832,5.281091690063477,30,1.0,0,A,2027
5,150,0.3968579769134521,3.6013998985290527,3.891197681427002,3.891197681427002,3.742822647094727,3.10303282737732,3.10303282737732,3.3912882804870605,3.3912882804870605,3.245960235595703,0.9967346787452698,0.999818742275238,5.3696489334106445,5.34201717376709,30,1.0,0,A,2027
6,180,0.4335968494415283,3.742009878158569,3.936115503311157,3.936115503311157,3.8773810863494873,3.2436931133270264,3.2436931133270264,3.436180353164673,3.436180353164673,3.3777108192443848,0.9966349005699158,0.9998704195022584,5.217155933380127,5.367408752441406,30,1.0,0,A,2027
7,210,0.4782078266143799,3.8679823875427246,3.999452590942383,3.999452590942383,3.9373507499694815,3.368735313415528,3.368735313415528,3.499514102935791,3.499514102935791,3.437579393386841,0.9984951019287108,0.9998772144317628,5.271470069885254,5.392784118652344,30,1.0,0,A,2027
8,240,0.5218238830566406,3.9319944381713863,4.050833225250244,4.050833225250244,3.981678724288941,3.432166337966919,3.4304685592651367,3.550926685333252,3.550926685333252,3.481755495071411,0.9996560215950012,0.9998131394386292,5.300486564636231,5.397377014160156,30,1.0,0,A,2027
